numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCA140555	2323	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	umbellifera		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA140582	3812	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Área of the Biological Station Jatun Sacha.	Área of the Biological Station Jatun Sacha. 1°4'0'' 77°37'0'' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA140661	361919	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	vismiifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA140677	3574	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA141162	2294	Plantae	Tracheophyta	Magnoliopsida	Ericales	Myrsinaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA141202	3916	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Brosimum	guianense		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4'0'' 77°31'0'' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA141553	3708	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Spirotheca	rosea		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1130 		1130			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141562	3707	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	gentryi		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1130 		1130			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141565	3709	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Parinari	occidentalis		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1130 		1130			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141568	3714	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Chimarrhis	hookeri		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1080 		1080			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA141569	3713	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Zanthoxylum	riedelianum		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras, Río Chiriyacu.	Galeras, Cordillera Galleras, Río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1080 		1080			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA141571	3712	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Pourouma	bicolor		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1130 		1130			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141574	3711	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Pleurothyrium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1130 		1130			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141641	3701	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	insularis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50'0'' 77°33'0'' -0.833333,-77.55 SW 1130 		1130			-0.833333	-77.55		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141658	3703	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50'0'' 77°33'0'' -0.833333,-77.55 SW 1130 		1130			-0.833333	-77.55		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA141863	2206	Plantae	Tracheophyta	Magnoliopsida	Malvales	Thymelaeaceae	Daphnopsis	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, close to road Cosanga to Tena.	Cordillera de los Guacamayos, close to road Cosanga to Tena. 0°41''' 77°48''' -0.683333,-77.8 SW 1570 		1570			-0.683333	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA142014	2253	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Clarisia	biflora		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco Galeras, southern slope of Sumaco volcano. 0°37'0'' 77°35'0'' -0.616667,-77.5833 SW 1610 		1610			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA142157	3573	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	americana		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galeras.	Parque Nacional Sumaco Galeras, Cordillera Galeras. 0°49'0'' 77°32'0'' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA142469	3702	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50'0'' 77°37'0'' -0.833333,-77.6167 SW 1130 		1130			-0.833333	-77.6167		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA142619	2268	Plantae	Tracheophyta	Polypodiopsida	Cyatheales	Cyatheaceae	Cyathea	xenoxyla		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier	2010-01-01T00:00:00	0			
QCA144083	3585	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	dodsonii		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°33''' -0.833333,-77.55 SW 1600 		1600			-0.833333	-77.55		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA144356	2227	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	maroma		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca 6 km SE of Cosanga.	Cordillera de Guacamayos, ca 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA144359	2272	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	maroma		Ecuador	Napo	Archidona	Cotundo	Galeras, southern slope of Sumaco volcano.	Galeras, southern slope of Sumaco volcano. 0°34''' 77°35''' -0.566667,-77.5833 SW 2190 		2190		WGS 84	-0.576025	-77.61330199999998		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA144559	3729	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	ecuadorensis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, Río Chiriyacu.	Cordillera Galeras, Río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144561	3733	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Joosia	oligantha		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, río Chiryacu.	Cordillera Galeras, río Chiryacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144563	3743	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	racemosa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144565	3742	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Kutchubaea	semisericea		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144567	3739	Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Grias	peruviana		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144568	3724	Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Eschweilera	caudiculata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, río Chiriyacu.	Cordillera Galeras, río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1100 1100		1100	1100		-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144572	3726	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Aniba	guianensis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, Río Chiriyacu.	Cordillera Galeras, Río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144574	3716	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Terminalia	amazonia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, río Chiriyacu.	Cordillera Galeras, río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1090 		1090			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144581	3734	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	amazonicum		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras, Río Chiriyacu.	Cordillera Galeras, Río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144582	3738	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tachigali	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1090 		1090			-0.816667	-77.5833		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144583	3725	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	alutacea		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras, Río Chiriyacu.	Galeras, Cordillera Galleras, Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144585	3731	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	neglecta		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras, Río Chiriyacu.	Galeras, Cordillera Galleras, Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144697	3715	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Myristicaceae	Compsoneura	capitellata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras. Río Chiriyacu.	Cordillera Galleras. Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1090 		1090			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144700	3719	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Pourouma	cecropiifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras, Río Chiriyacu.	Cordillera Galleras, Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA144706	3717	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia	putumayonis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras, Río Chiriyacu.	Cordillera Galleras, Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1090 		1090			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA145731	2249	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°35'0'' 77°35'0'' -0.583333,-77.5833 SW 1860 		1860			-0.583333	-77.5833		2006-04-06T00:00:00	2006-04-06T00:00:00					J. Homeier		0			
QCA145788	2329	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	aliena		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Galeras.	Cordillera de Galeras. 0°51''' 77°34''' -0.85,-77.5667 SW 1080 		1080			-0.85	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA146248	3727	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras. Río Chiriyacu.	Galeras, Cordillera Galeras. Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1100 		1100			-0.833333	-77.5667		2008-04-05T00:00:00	2008-04-05T00:00:00					J. Homeier		0			
QCA148342	3503	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Pourouma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°38''' °77'41'' -0.633333,1.29472 S 1570 		1570						2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA148344	3505	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Nectandra	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°38''' 77°47''' -0.633333,-77.7833 SW 1570 		1570			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA148345	3508	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Pleurothyrium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Río Hollin watershed.	Río Hollin watershed. 0°38''' 77°47''' -0.633333,-77.7833 SW 1570 		1570			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA148362	3519	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea	eriocalyx		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras. Rio Hollin watershed.	Parque Nacional Sumaco Galeras. Rio Hollin watershed. 0°38'0'' 77°47'0'' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA148363	3514	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Xylopia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras. Rio Hollin watershed.	Parque Nacional Sumaco Galeras. Rio Hollin watershed. 0°38'0'' 77°47'0'' -0.633333,-77.7833 SW 1510 		1510			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA148365	3530	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Rhodostemonodaphne	kunthiana		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Rio Hollin watershed.	Parque Nacional Sumaco Galeras, Rio Hollin watershed. 0°38'0'' 77°47'0'' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-28T00:00:00	2008-03-28T00:00:00					J. Homeier		0			
QCA148367	3515	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Rio Hollin watershed.	Parque Nacional Sumaco Galeras, Rio Hollin watershed. 0°38'0'' 77°47'0'' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-27T00:00:00	2008-03-27T00:00:00					J. Homeier		0			
QCA148369	3525	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Pourouma	montana		Ecuador	Napo	Desconocido	Desconocido	Parque  Nancional Sumaco Galeras. Rio Hollin watershed.	Parque  Nancional Sumaco Galeras. Rio Hollin watershed. 0°38'0'' 77°47'0'' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-28T00:00:00	2008-03-28T00:00:00					J. Homeier		0			
QCA148793	3529	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	insularis		Ecuador	Napo	Desconocido	Desconocido	Río Hollín watershed.	Río Hollín watershed. 0°38'0'' 77°47'0'' -0.633333,-77.7833 SW 1490 		1490			-0.633333	-77.7833		2008-03-28T00:00:00	2008-03-28T00:00:00					J. Homeier		0			
QCA148794	3526	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Bactris	setulosa		Ecuador	Napo	Desconocido	Desconocido	Río Hollín watershed.	Río Hollín watershed. 0°38'0'' 78°47'0'' -0.633333,-78.7833 SW 1490 		1490			-0.633333	-78.7833		2008-03-28T00:00:00	2008-03-28T00:00:00					J. Homeier		0			
QCA149695	3343	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	insularis		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumaco volcano.	Galeras, southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA149697	3345	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	aliena		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumaco volcano.	Galeras, southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1940 		1940			-0.583333	-77.5833		2008-03-19T00:00:00	2008-03-19T00:00:00					J. Homeier		0			
QCA149699	4000	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	huantensis		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41''' 77°45''' -0.683333,-77.75 SW 1190 		1190			-0.683333	-77.75		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
QCA149701	3378	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Chomelia	tenuiflora		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope o Sumaco volcano.	Galeras, southern slope o Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA149704	4011	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Sapium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41''' 77°50''' -0.683333,-77.8333 SW 1190 		1190			-0.683333	-77.8333		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
QCA149707	3425	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope o Sumaco volcano.	Galeras, southern slope o Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1610 		1610			-0.616667	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA149709	3386	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	calyptrata		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope o Sumaco volcano.	Galeras, southern slope o Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1930 		1930			-0.583333	-77.5833		2008-03-20T00:00:00	2008-03-20T00:00:00					J. Homeier		0			
QCA149711	3659	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Endlicheria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA149713	3658	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Neea	divaricata		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA149716	3657	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA149717	3762	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Leonia	glycycarpa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1080 		1080			-0.816667	-77.5833		2008-04-06T00:00:00	2008-04-06T00:00:00					J. Homeier		0			
QCA149718	4016	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Chomelia	tenuiflora		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41''' 77°50''' -0.683333,-77.8333 SW 1190 		1190			-0.683333	-77.8333		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
QCA149719	4014	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Sapium	glandulosum		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41'0'' 77°50'0'' -0.683333,-77.8333 SW 1190 		1190			-0.683333	-77.8333		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
QCA149722	4012	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	atirrensis		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41''' 77°50''' -0.683333,-77.8333 SW 1190 		1190			-0.683333	-77.8333		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
QCA149725	3661	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Chaetocarpus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA149727	3692	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Casearia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1110 		1110			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA149730	4017	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Vismia	baccifera		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41''' 77°50''' -0.683333,-77.8333 SW 1190 		1190			-0.683333	-77.8333		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
QCA149731	4029	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Alibertia	edulis		Ecuador	Napo	Desconocido	Desconocido	Area of the Narupa reserve, Río Hollín watershed.	Area of the Narupa reserve, Río Hollín watershed. 0°41''' 77°50''' -0.683333,-77.8333 SW 1190 		1190			-0.683333	-77.8333		2008-04-14T00:00:00	2008-04-14T00:00:00					J. Homeier		0			
